id;Sector;Category;name;fed_okr;region;authority
182;Pedagogical;Sectoral;Омский государственный педагогический университет;Сибирский федеральный округ;Омская область;Министерство просвещения Российской Федерации
1599;Trasport;Sectoral;Омский государственный университет путей сообщения;Сибирский федеральный округ;Омская область;Федеральное агентство железнодорожного транспорта
1761;Sport;Sectoral;Сибирский государственный университет физической культуры и спорта;Сибирский федеральный округ;Омская область;Министерство спорта Российской Федерации
53;;Calssic;Горно-Алтайский государственный университет;Сибирский федеральный округ;Республика Алтай;Министерство науки и высшего образования Российской Федерации
299;;Calssic;Тувинский государственный университет;Сибирский федеральный округ;Республика Тыва;Министерство науки и высшего образования Российской Федерации
322;;Calssic;Хакасский государственный университет им. Н.Ф. Катанова;Сибирский федеральный округ;Республика Хакасия;Министерство науки и высшего образования Российской Федерации
294;;National Research;Национальный исследовательский Томский государственный университет;Сибирский федеральный округ;Томская область;Министерство науки и высшего образования Российской Федерации
296;;National Research;Национальный исследовательский Томский политехнический университет;Сибирский федеральный округ;Томская область;Министерство науки и высшего образования Российской Федерации
293;Pedagogical;Sectoral;Томский государственный педагогический университет;Сибирский федеральный округ;Томская область;Министерство просвещения Российской Федерации
295;Technical;Sectoral;Томский государственный университет систем управления и радиоэлектроники;Сибирский федеральный округ;Томская область;Министерство науки и высшего образования Российской Федерации
1618;Medical;Sectoral;Сибирский государственный медицинский университет Министерства здравоохранения Российской Федерации;Сибирский федеральный округ;Томская область;Министерство здравоохранения Российской Федерации
292;Architectural;Sectoral;Томский государственный архитектурно-строительный университет;Сибирский федеральный округ;Томская область;Министерство науки и высшего образования Российской Федерации
21;Pedagogical;Sectoral;Благовещенский государственный педагогический университет;Дальневосточный федеральный округ;Амурская область;Министерство просвещения Российской Федерации
1751;Agricultural;Sectoral;Дальневосточный государственный аграрный университет;Дальневосточный федеральный округ;Амурская область;Министерство сельского хозяйства Российской Федерации
1578;Medical;Sectoral;Амурская государственная медицинская академия Министерства здравоохранения Российской Федерации;Дальневосточный федеральный округ;Амурская область;Министерство здравоохранения Российской Федерации
5;;Calssic;Амурский государственный университет;Дальневосточный федеральный округ;Амурская область;Министерство науки и высшего образования Российской Федерации
66;;Calssic;Приамурский государственный университет имени Шолом-Алейхема;Дальневосточный федеральный округ;Еврейская автономная область;Министерство науки и высшего образования Российской Федерации
328;;Calssic;Забайкальский государственный университет;Дальневосточный федеральный округ;Забайкальский край;Министерство науки и высшего образования Российской Федерации
1622;Medical;Sectoral;Читинская государственная медицинская академия Министерства здравоохранения Российской Федерации;Дальневосточный федеральный округ;Забайкальский край;Министерство здравоохранения Российской Федерации
1750;Technical;Sectoral;Камчатский государственный технический университет;Дальневосточный федеральный округ;Камчатский край;Федеральное агентство по рыболовству
95;;Calssic;Камчатский государственный университет имени Витуса Беринга;Дальневосточный федеральный округ;Камчатский край;Министерство науки и высшего образования Российской Федерации
261;;Calssic;Северо-Восточный государственный университет;Дальневосточный федеральный округ;Магаданская область;Министерство науки и высшего образования Российской Федерации
1520;;Federal and Flagship;Дальневосточный федеральный университет;Дальневосточный федеральный округ;Приморский край;Министерство науки и высшего образования Российской Федерации
28;;Calssic;Владивостокский государственный университет;Дальневосточный федеральный округ;Приморский край;Министерство науки и высшего образования Российской Федерации
1695;Agricultural;Sectoral;Приморская государственная сельскохозяйственная академия;Дальневосточный федеральный округ;Приморский край;Министерство науки и высшего образования Российской Федерации
1800;Arts;Sectoral;Дальневосточный государственный институт искусств;Дальневосточный федеральный округ;Приморский край;Министерство культуры Российской Федерации
1756;Technical;Sectoral;Дальневосточный государственный технический рыбохозяйственный университет;Дальневосточный федеральный округ;Приморский край;Федеральное агентство по рыболовству
1709;Trasport;Sectoral;Морской государственный университет имени адмирала Г.И. Невельского;Дальневосточный федеральный округ;Приморский край;Федеральное агентство морского и речного транспорта
1560;Medical;Sectoral;Тихоокеанский государственный медицинский университет Министерства здравоохранения Российской Федерации;Дальневосточный федеральный округ;Приморский край;Министерство здравоохранения Российской Федерации
1686;Agricultural;Sectoral;Бурятская государственная сельскохозяйственная академия имени В.Р. Филиппова;Дальневосточный федеральный округ;Республика Бурятия;Министерство сельского хозяйства Российской Федерации
27;;Calssic;Бурятский государственный университет имени Доржи Банзарова;Дальневосточный федеральный округ;Республика Бурятия;Министерство науки и высшего образования Российской Федерации
1737;Arts;Sectoral;Восточно-Сибирский государственный институт культуры;Дальневосточный федеральный округ;Республика Бурятия;Министерство культуры Российской Федерации
46;Technical;Sectoral;Восточно-Сибирский государственный университет технологий и управления;Дальневосточный федеральный округ;Республика Бурятия;Министерство науки и высшего образования Российской Федерации
110173;Arts;Sectoral;Высшая школа музыки Республики Саха (Якутия) (институт) имени В. А. Босикова;Дальневосточный федеральный округ;Республика Саха (Якутия);Муниципалитеты и субъекты РФ
1527;;Federal and Flagship;Северо-Восточный федеральный университет имени М.К. Аммосова;Дальневосточный федеральный округ;Республика Саха (Якутия);Министерство науки и высшего образования Российской Федерации
1795;Sport;Sectoral;Чурапчинский государственный институт физической культуры и спорта;Дальневосточный федеральный округ;Республика Саха (Якутия);Министерство спорта Российской Федерации
1742;Agricultural;Sectoral;Арктический государственный агротехнологический университет;Дальневосточный федеральный округ;Республика Саха (Якутия);Министерство сельского хозяйства Российской Федерации
1693;Arts;Sectoral;Арктический государственный институт культуры и искусств;Дальневосточный федеральный округ;Республика Саха (Якутия);Министерство науки и высшего образования Российской Федерации
260;;Calssic;Сахалинский государственный университет;Дальневосточный федеральный округ;Сахалинская область;Министерство науки и высшего образования Российской Федерации
6;Pedagogical;Sectoral;Амурский гуманитарно-педагогический государственный университет;Дальневосточный федеральный округ;Хабаровский край;Министерство просвещения Российской Федерации
1779;Sport;Sectoral;Дальневосточная государственная академия физической культуры;Дальневосточный федеральный округ;Хабаровский край;Министерство спорта Российской Федерации
1626;Medical;Sectoral;Дальневосточный государственный медицинский университет Министерства здравоохранения Российской Федерации;Дальневосточный федеральный округ;Хабаровский край;Министерство здравоохранения Российской Федерации
1691;Trasport;Sectoral;Дальневосточный государственный университет путей сообщения;Дальневосточный федеральный округ;Хабаровский край;Федеральное агентство железнодорожного транспорта
103;;Calssic;Комсомольский-на-Амуре государственный университет;Дальневосточный федеральный округ;Хабаровский край;Министерство науки и высшего образования Российской Федерации
288;;Calssic;Тихоокеанский государственный университет;Дальневосточный федеральный округ;Хабаровский край;Министерство науки и высшего образования Российской Федерации
1704;Arts;Sectoral;Хабаровский государственный институт культуры;Дальневосточный федеральный округ;Хабаровский край;Министерство культуры Российской Федерации
